tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
1193,AmazonHelp,False,Wed Jan 17 20:22:00 +0000 2024,So sorry about that! Please reply with your order number and a photo via DM so we can process a replacement right away.,,1192
1194,cust_a8508919,True,Mon Nov 18 15:10:00 +0000 2024,"Received the wrong item for order 598216, I ordered headphones and got a phone case.",1195,
1195,AmazonHelp,False,Mon Nov 18 16:32:00 +0000 2024,That's not the experience we want for you. We'll get a free replacement or refund started once you confirm your order ID.,,1194
1196,cust_397d6080,True,Fri Jun 28 23:56:00 +0000 2024,"Item 703634 arrived completely smashed, packaging was fine but the product is destroyed.",1197,
1197,AmazonHelp,False,Sat Jun 29 00:49:00 +0000 2024,That's not the experience we want for you. We'll get a free replacement or refund started once you confirm your order ID.,,1196
1198,cust_dc4dbd6c,True,Thu Nov 21 00:10:00 +0000 2024,"Item 355836 arrived completely smashed, packaging was fine but the product is destroyed.",1199,
1199,AmazonHelp,False,Thu Nov 21 01:48:00 +0000 2024,So sorry about that! Please reply with your order number and a photo via DM so we can process a replacement right away.,,1198
1200,cust_157b70e1,True,Tue Mar 05 00:55:00 +0000 2024,"Received the wrong item for order 907451, I ordered headphones and got a phone case.",1201,
1201,AmazonHelp,False,Tue Mar 05 02:39:00 +0000 2024,So sorry about that! Please reply with your order number and a photo via DM so we can process a replacement right away.,,1200
1202,cust_1ee0b2fe,True,Sat Nov 30 00:58:00 +0000 2024,"I ordered a blender and got a damaged box with broken glass inside, order 829716.",1203,
1203,AmazonHelp,False,Sat Nov 30 02:48:00 +0000 2024,So sorry about that! Please reply with your order number and a photo via DM so we can process a replacement right away.,,1202
1204,cust_3a607330,True,Sat Aug 31 01:22:00 +0000 2024,"I ordered a blender and got a damaged box with broken glass inside, order 227253.",1205,
1205,AmazonHelp,False,Sat Aug 31 02:31:00 +0000 2024,That's not the experience we want for you. We'll get a free replacement or refund started once you confirm your order ID.,,1204
1206,cust_95cbf292,True,Tue Oct 29 09:37:00 +0000 2024,"Received the wrong item for order 686075, I ordered headphones and got a phone case.",1207,
1207,AmazonHelp,False,Tue Oct 29 11:35:00 +0000 2024,That's not the experience we want for you. We'll get a free replacement or refund started once you confirm your order ID.,,1206
1208,cust_c16625cb,True,Wed Jun 12 20:46:00 +0000 2024,"I ordered a blender and got a damaged box with broken glass inside, order 674485.",1209,
1209,AmazonHelp,False,Wed Jun 12 21:21:00 +0000 2024,That's not the experience we want for you. We'll get a free replacement or refund started once you confirm your order ID.,,1208
1210,cust_79bf5991,True,Sat Oct 05 19:46:00 +0000 2024,"Item 888295 arrived completely smashed, packaging was fine but the product is destroyed.",1211,
1211,AmazonHelp,False,Sat Oct 05 21:27:00 +0000 2024,That's not the experience we want for you. We'll get a free replacement or refund started once you confirm your order ID.,,1210
1212,cust_8073270d,True,Tue Apr 09 23:28:00 +0000 2024,"Item 646622 arrived completely smashed, packaging was fine but the product is destroyed.",1213,
1213,AmazonHelp,False,Wed Apr 10 00:26:00 +0000 2024,So sorry about that! Please reply with your order number and a photo via DM so we can process a replacement right away.,,1212
1214,cust_3b18d483,True,Thu May 02 06:40:00 +0000 2024,"I ordered a blender and got a damaged box with broken glass inside, order 181247.",1215,
1215,AmazonHelp,False,Thu May 02 07:22:00 +0000 2024,That's not the experience we want for you. We'll get a free replacement or refund started once you confirm your order ID.,,1214
1216,cust_91d0bc24,True,Mon Mar 25 04:47:00 +0000 2024,"I ordered a blender and got a damaged box with broken glass inside, order 666390.",1217,
1217,AmazonHelp,False,Mon Mar 25 05:38:00 +0000 2024,So sorry about that! Please reply with your order number and a photo via DM so we can process a replacement right away.,,1216
1218,cust_dc93fd42,True,Wed Jan 24 09:14:00 +0000 2024,"Item 827659 arrived completely smashed, packaging was fine but the product is destroyed.",1219,
1219,AmazonHelp,False,Wed Jan 24 10:09:00 +0000 2024,So sorry about that! Please reply with your order number and a photo via DM so we can process a replacement right away.,,1218
1220,cust_a534167d,True,Fri May 31 09:05:00 +0000 2024,"Item 527398 arrived completely smashed, packaging was fine but the product is destroyed.",1221,
1221,AmazonHelp,False,Fri May 31 09:14:00 +0000 2024,That's not the experience we want for you. We'll get a free replacement or refund started once you confirm your order ID.,,1220
1222,cust_b0663715,True,Thu Nov 07 22:14:00 +0000 2024,"Received the wrong item for order 316881, I ordered headphones and got a phone case.",1223,
1223,AmazonHelp,False,Fri Nov 08 00:08:00 +0000 2024,So sorry about that! Please reply with your order number and a photo via DM so we can process a replacement right away.,,1222
1224,cust_bd8a248e,True,Mon Dec 09 05:48:00 +0000 2024,"Received the wrong item for order 902784, I ordered headphones and got a phone case.",1225,
1225,AmazonHelp,False,Mon Dec 09 06:35:00 +0000 2024,So sorry about that! Please reply with your order number and a photo via DM so we can process a replacement right away.,,1224
1226,cust_d9a2b6a7,True,Wed Jun 26 18:12:00 +0000 2024,"Received the wrong item for order 413118, I ordered headphones and got a phone case.",1227,
1227,AmazonHelp,False,Wed Jun 26 18:42:00 +0000 2024,So sorry about that! Please reply with your order number and a photo via DM so we can process a replacement right away.,,1226
1228,cust_48674a34,True,Tue May 21 13:53:00 +0000 2024,"Received the wrong item for order 386193, I ordered headphones and got a phone case.",1229,
1229,AmazonHelp,False,Tue May 21 14:38:00 +0000 2024,So sorry about that! Please reply with your order number and a photo via DM so we can process a replacement right away.,,1228
1230,cust_9d13102d,True,Sat Nov 02 00:27:00 +0000 2024,"Item 801364 arrived completely smashed, packaging was fine but the product is destroyed.",1231,
1231,AmazonHelp,False,Sat Nov 02 01:28:00 +0000 2024,So sorry about that! Please reply with your order number and a photo via DM so we can process a replacement right away.,,1230
1232,cust_8e88b38f,True,Wed Jan 31 13:32:00 +0000 2024,"Received the wrong item for order 233827, I ordered headphones and got a phone case.",1233,
1233,AmazonHelp,False,Wed Jan 31 14:56:00 +0000 2024,So sorry about that! Please reply with your order number and a photo via DM so we can process a replacement right away.,,1232
1234,cust_df330855,True,Fri Jan 19 07:23:00 +0000 2024,"Received the wrong item for order 549433, I ordered headphones and got a phone case.",1235,
1235,AmazonHelp,False,Fri Jan 19 07:58:00 +0000 2024,So sorry about that! Please reply with your order number and a photo via DM so we can process a replacement right away.,,1234
1236,cust_2d4effbb,True,Mon Apr 29 00:01:00 +0000 2024,"I ordered a blender and got a damaged box with broken glass inside, order 497519.",1237,
1237,AmazonHelp,False,Mon Apr 29 00:46:00 +0000 2024,That's not the experience we want for you. We'll get a free replacement or refund started once you confirm your order ID.,,1236
1238,cust_c529b78d,True,Mon Apr 01 20:22:00 +0000 2024,"Received the wrong item for order 898207, I ordered headphones and got a phone case.",1239,
1239,AmazonHelp,False,Mon Apr 01 22:10:00 +0000 2024,That's not the experience we want for you. We'll get a free replacement or refund started once you confirm your order ID.,,1238
1240,cust_b4a108ed,True,Thu Dec 12 14:00:00 +0000 2024,I returned order 185884 two weeks ago and still no refund.,1241,
1241,AmazonHelp,False,Thu Dec 12 14:46:00 +0000 2024,We can help with that. Refunds typically take 3-5 business days once the return is received. Let us know your order ID via DM.,,1240
1242,cust_5e8d78b1,True,Tue Oct 01 14:35:00 +0000 2024,Can I get a return label for order 335113? Wrong size.,1243,
1243,AmazonHelp,False,Tue Oct 01 14:40:00 +0000 2024,We can help with that. Refunds typically take 3-5 business days once the return is received. Let us know your order ID via DM.,,1242
1244,cust_b5f03ba8,True,Wed Mar 27 20:26:00 +0000 2024,I returned order 359295 two weeks ago and still no refund.,1245,
1245,AmazonHelp,False,Wed Mar 27 20:44:00 +0000 2024,We can help with that. Refunds typically take 3-5 business days once the return is received. Let us know your order ID via DM.,,1244
1246,cust_5e898064,True,Tue Jun 18 07:31:00 +0000 2024,Can I get a return label for order 596564? Wrong size.,1247,
1247,AmazonHelp,False,Tue Jun 18 09:02:00 +0000 2024,We can help with that. Refunds typically take 3-5 business days once the return is received. Let us know your order ID via DM.,,1246
1248,cust_aebe1d0d,True,Thu Oct 10 04:26:00 +0000 2024,I returned order 368690 two weeks ago and still no refund.,1249,
1249,AmazonHelp,False,Thu Oct 10 06:12:00 +0000 2024,We can help with that. Refunds typically take 3-5 business days once the return is received. Let us know your order ID via DM.,,1248
1250,cust_1fd97aba,True,Wed Dec 04 04:44:00 +0000 2024,I returned order 271720 two weeks ago and still no refund.,1251,
1251,AmazonHelp,False,Wed Dec 04 05:25:00 +0000 2024,We can help with that. Refunds typically take 3-5 business days once the return is received. Let us know your order ID via DM.,,1250
1252,cust_22723f61,True,Sun Jan 28 16:04:00 +0000 2024,"Requesting a refund for 703766, item doesn't match the description at all.",1253,
1253,AmazonHelp,False,Sun Jan 28 17:21:00 +0000 2024,We can help with that. Refunds typically take 3-5 business days once the return is received. Let us know your order ID via DM.,,1252
1254,cust_507b9af8,True,Tue Nov 05 13:58:00 +0000 2024,I returned order 824161 two weeks ago and still no refund.,1255,
1255,AmazonHelp,False,Tue Nov 05 15:27:00 +0000 2024,"You're welcome to start a return from Your Orders page, or DM us the order number and we'll generate a label for you.",,1254
1256,cust_da0294c3,True,Mon May 06 09:54:00 +0000 2024,Can I get a return label for order 729577? Wrong size.,1257,
1257,AmazonHelp,False,Mon May 06 11:04:00 +0000 2024,We can help with that. Refunds typically take 3-5 business days once the return is received. Let us know your order ID via DM.,,1256
1258,cust_e8d471b0,True,Fri Jan 05 14:33:00 +0000 2024,I returned order 549186 two weeks ago and still no refund.,1259,
1259,AmazonHelp,False,Fri Jan 05 16:23:00 +0000 2024,"You're welcome to start a return from Your Orders page, or DM us the order number and we'll generate a label for you.",,1258
1260,cust_40d59833,True,Sat May 11 20:50:00 +0000 2024,I returned order 540463 two weeks ago and still no refund.,1261,
1261,AmazonHelp,False,Sat May 11 22:13:00 +0000 2024,"You're welcome to start a return from Your Orders page, or DM us the order number and we'll generate a label for you.",,1260
1262,cust_8385ab97,True,Fri Jun 07 13:20:00 +0000 2024,Can I get a return label for order 968962? Wrong size.,1263,
1263,AmazonHelp,False,Fri Jun 07 13:44:00 +0000 2024,We can help with that. Refunds typically take 3-5 business days once the return is received. Let us know your order ID via DM.,,1262
1264,cust_edfc0cc5,True,Tue Jun 18 06:07:00 +0000 2024,Can I get a return label for order 869440? Wrong size.,1265,
1265,AmazonHelp,False,Tue Jun 18 07:04:00 +0000 2024,"You're welcome to start a return from Your Orders page, or DM us the order number and we'll generate a label for you.",,1264
1266,cust_1dd7c568,True,Tue Oct 29 11:02:00 +0000 2024,"Requesting a refund for 965845, item doesn't match the description at all.",1267,
1267,AmazonHelp,False,Tue Oct 29 11:15:00 +0000 2024,We can help with that. Refunds typically take 3-5 business days once the return is received. Let us know your order ID via DM.,,1266
1268,cust_b660b033,True,Fri Jul 26 11:25:00 +0000 2024,I returned order 392477 two weeks ago and still no refund.,1269,
1269,AmazonHelp,False,Fri Jul 26 12:45:00 +0000 2024,"You're welcome to start a return from Your Orders page, or DM us the order number and we'll generate a label for you.",,1268
1270,cust_82efd957,True,Fri Jun 28 23:18:00 +0000 2024,"Requesting a refund for 800646, item doesn't match the description at all.",1271,
1271,AmazonHelp,False,Sat Jun 29 01:08:00 +0000 2024,We can help with that. Refunds typically take 3-5 business days once the return is received. Let us know your order ID via DM.,,1270
1272,cust_b80be8b6,True,Thu May 09 04:30:00 +0000 2024,"Requesting a refund for 440802, item doesn't match the description at all.",1273,
1273,AmazonHelp,False,Thu May 09 06:14:00 +0000 2024,We can help with that. Refunds typically take 3-5 business days once the return is received. Let us know your order ID via DM.,,1272
1274,cust_98ad3ecb,True,Sun Jul 21 08:34:00 +0000 2024,"Requesting a refund for 370902, item doesn't match the description at all.",1275,
1275,AmazonHelp,False,Sun Jul 21 08:37:00 +0000 2024,"You're welcome to start a return from Your Orders page, or DM us the order number and we'll generate a label for you.",,1274
1276,cust_a80730de,True,Thu Sep 19 04:06:00 +0000 2024,I returned order 641722 two weeks ago and still no refund.,1277,
1277,AmazonHelp,False,Thu Sep 19 05:00:00 +0000 2024,We can help with that. Refunds typically take 3-5 business days once the return is received. Let us know your order ID via DM.,,1276
1278,cust_46e6ba34,True,Fri Aug 23 03:59:00 +0000 2024,Can I get a return label for order 612311? Wrong size.,1279,
1279,AmazonHelp,False,Fri Aug 23 05:32:00 +0000 2024,"You're welcome to start a return from Your Orders page, or DM us the order number and we'll generate a label for you.",,1278
1280,cust_6a54590a,True,Wed Apr 17 03:04:00 +0000 2024,I returned order 614663 two weeks ago and still no refund.,1281,
1281,AmazonHelp,False,Wed Apr 17 03:34:00 +0000 2024,We can help with that. Refunds typically take 3-5 business days once the return is received. Let us know your order ID via DM.,,1280
1282,cust_9edc0ad7,True,Fri Jun 21 07:24:00 +0000 2024,"Requesting a refund for 524045, item doesn't match the description at all.",1283,
1283,AmazonHelp,False,Fri Jun 21 08:36:00 +0000 2024,"You're welcome to start a return from Your Orders page, or DM us the order number and we'll generate a label for you.",,1282
1284,cust_7522b4e6,True,Wed May 08 02:10:00 +0000 2024,"Requesting a refund for 656711, item doesn't match the description at all.",1285,
1285,AmazonHelp,False,Wed May 08 03:41:00 +0000 2024,"You're welcome to start a return from Your Orders page, or DM us the order number and we'll generate a label for you.",,1284
1286,cust_48476a7a,True,Sun Mar 24 22:28:00 +0000 2024,"Requesting a refund for 575786, item doesn't match the description at all.",1287,
1287,AmazonHelp,False,Sun Mar 24 22:45:00 +0000 2024,"You're welcome to start a return from Your Orders page, or DM us the order number and we'll generate a label for you.",,1286
1288,cust_2ac8c9a9,True,Fri Sep 27 11:23:00 +0000 2024,"Requesting a refund for 856321, item doesn't match the description at all.",1289,
1289,AmazonHelp,False,Fri Sep 27 12:33:00 +0000 2024,We can help with that. Refunds typically take 3-5 business days once the return is received. Let us know your order ID via DM.,,1288
1290,cust_0ddbe991,True,Wed Sep 25 22:01:00 +0000 2024,I returned order 899213 two weeks ago and still no refund.,1291,
1291,AmazonHelp,False,Wed Sep 25 23:04:00 +0000 2024,We can help with that. Refunds typically take 3-5 business days once the return is received. Let us know your order ID via DM.,,1290
1292,cust_b979ab74,True,Wed Apr 17 20:38:00 +0000 2024,I returned order 389930 two weeks ago and still no refund.,1293,
1293,AmazonHelp,False,Wed Apr 17 21:09:00 +0000 2024,We can help with that. Refunds typically take 3-5 business days once the return is received. Let us know your order ID via DM.,,1292
1294,cust_757be0e5,True,Sat Sep 14 18:45:00 +0000 2024,"Requesting a refund for 478411, item doesn't match the description at all.",1295,
1295,AmazonHelp,False,Sat Sep 14 19:55:00 +0000 2024,We can help with that. Refunds typically take 3-5 business days once the return is received. Let us know your order ID via DM.,,1294
1296,cust_d0874321,True,Sat Jul 20 11:19:00 +0000 2024,I returned order 232731 two weeks ago and still no refund.,1297,
1297,AmazonHelp,False,Sat Jul 20 11:58:00 +0000 2024,We can help with that. Refunds typically take 3-5 business days once the return is received. Let us know your order ID via DM.,,1296
1298,cust_1aeca4c6,True,Wed Feb 07 08:25:00 +0000 2024,Can I get a return label for order 831295? Wrong size.,1299,
1299,AmazonHelp,False,Wed Feb 07 10:18:00 +0000 2024,"You're welcome to start a return from Your Orders page, or DM us the order number and we'll generate a label for you.",,1298
1300,cust_07717c9e,True,Sun Jun 09 08:52:00 +0000 2024,"Requesting a refund for 112861, item doesn't match the description at all.",1301,
1301,AmazonHelp,False,Sun Jun 09 09:37:00 +0000 2024,"You're welcome to start a return from Your Orders page, or DM us the order number and we'll generate a label for you.",,1300
1302,cust_24ff8025,True,Sun Feb 11 12:54:00 +0000 2024,"Requesting a refund for 293319, item doesn't match the description at all.",1303,
1303,AmazonHelp,False,Sun Feb 11 14:41:00 +0000 2024,"You're welcome to start a return from Your Orders page, or DM us the order number and we'll generate a label for you.",,1302
1304,cust_84b52346,True,Mon Jul 29 02:05:00 +0000 2024,"Requesting a refund for 168517, item doesn't match the description at all.",1305,
1305,AmazonHelp,False,Mon Jul 29 03:27:00 +0000 2024,We can help with that. Refunds typically take 3-5 business days once the return is received. Let us know your order ID via DM.,,1304
1306,cust_54b16189,True,Tue Oct 22 07:52:00 +0000 2024,I returned order 819796 two weeks ago and still no refund.,1307,
1307,AmazonHelp,False,Tue Oct 22 09:06:00 +0000 2024,We can help with that. Refunds typically take 3-5 business days once the return is received. Let us know your order ID via DM.,,1306
1308,cust_e53fbcf2,True,Mon Jul 22 04:30:00 +0000 2024,I returned order 418594 two weeks ago and still no refund.,1309,
1309,AmazonHelp,False,Mon Jul 22 06:09:00 +0000 2024,We can help with that. Refunds typically take 3-5 business days once the return is received. Let us know your order ID via DM.,,1308
1310,cust_b85e4f15,True,Thu Jun 13 00:39:00 +0000 2024,Can I get a return label for order 536390? Wrong size.,1311,
1311,AmazonHelp,False,Thu Jun 13 02:37:00 +0000 2024,"You're welcome to start a return from Your Orders page, or DM us the order number and we'll generate a label for you.",,1310
1312,cust_fad6fdbd,True,Sun Apr 21 04:27:00 +0000 2024,Can I get a return label for order 564226? Wrong size.,1313,
1313,AmazonHelp,False,Sun Apr 21 05:41:00 +0000 2024,"You're welcome to start a return from Your Orders page, or DM us the order number and we'll generate a label for you.",,1312
1314,cust_fae72a6e,True,Wed Dec 11 00:10:00 +0000 2024,Can I get a return label for order 751194? Wrong size.,1315,
1315,AmazonHelp,False,Wed Dec 11 01:49:00 +0000 2024,We can help with that. Refunds typically take 3-5 business days once the return is received. Let us know your order ID via DM.,,1314
1316,cust_fb46c050,True,Tue Feb 27 04:23:00 +0000 2024,"Requesting a refund for 317881, item doesn't match the description at all.",1317,
1317,AmazonHelp,False,Tue Feb 27 04:55:00 +0000 2024,We can help with that. Refunds typically take 3-5 business days once the return is received. Let us know your order ID via DM.,,1316
1318,cust_f4647bf8,True,Tue May 28 17:40:00 +0000 2024,I returned order 282256 two weeks ago and still no refund.,1319,
1319,AmazonHelp,False,Tue May 28 18:39:00 +0000 2024,We can help with that. Refunds typically take 3-5 business days once the return is received. Let us know your order ID via DM.,,1318
1320,cust_151dddb3,True,Mon Mar 25 06:40:00 +0000 2024,"There's an unauthorized charge on my card labeled Amazon, order 822858, I never bought this.",1321,
1321,AmazonHelp,False,Mon Mar 25 07:18:00 +0000 2024,We take this seriously. Please DM your order number and the charge details so our billing team can investigate immediately.,,1320
1322,cust_20f53102,True,Fri Jan 26 21:58:00 +0000 2024,Why was I billed $15 more than the listed price for 841296?,1323,
1323,AmazonHelp,False,Fri Jan 26 23:27:00 +0000 2024,Sorry for the confusion. Can you send us the order ID via DM so we can review the charge and correct it if needed?,,1322
1324,cust_d3e86591,True,Mon Jun 03 18:55:00 +0000 2024,Why was I billed $15 more than the listed price for 344762?,1325,
1325,AmazonHelp,False,Mon Jun 03 19:11:00 +0000 2024,We take this seriously. Please DM your order number and the charge details so our billing team can investigate immediately.,,1324
1326,cust_f6bce367,True,Tue Nov 26 17:49:00 +0000 2024,Why was I billed $10 more than the listed price for 671015?,1327,
1327,AmazonHelp,False,Tue Nov 26 18:25:00 +0000 2024,We take this seriously. Please DM your order number and the charge details so our billing team can investigate immediately.,,1326
1328,cust_bedb1311,True,Fri Mar 01 09:51:00 +0000 2024,"I was charged twice for order 966785, this is fraud, fix it now.",1329,
1329,AmazonHelp,False,Fri Mar 01 11:34:00 +0000 2024,We take this seriously. Please DM your order number and the charge details so our billing team can investigate immediately.,,1328
1330,cust_caa56387,True,Wed Jun 19 15:32:00 +0000 2024,"There's an unauthorized charge on my card labeled Amazon, order 422554, I never bought this.",1331,
1331,AmazonHelp,False,Wed Jun 19 17:02:00 +0000 2024,We take this seriously. Please DM your order number and the charge details so our billing team can investigate immediately.,,1330
1332,cust_d2266bcf,True,Sat Jun 08 09:11:00 +0000 2024,"There's an unauthorized charge on my card labeled Amazon, order 418862, I never bought this.",1333,
1333,AmazonHelp,False,Sat Jun 08 09:23:00 +0000 2024,Sorry for the confusion. Can you send us the order ID via DM so we can review the charge and correct it if needed?,,1332
1334,cust_4a59db3f,True,Wed Aug 07 19:19:00 +0000 2024,"There's an unauthorized charge on my card labeled Amazon, order 727086, I never bought this.",1335,
1335,AmazonHelp,False,Wed Aug 07 19:53:00 +0000 2024,Sorry for the confusion. Can you send us the order ID via DM so we can review the charge and correct it if needed?,,1334
1336,cust_7f1b42c7,True,Sat Oct 05 10:34:00 +0000 2024,"I was charged twice for order 127121, this is fraud, fix it now.",1337,
1337,AmazonHelp,False,Sat Oct 05 12:02:00 +0000 2024,We take this seriously. Please DM your order number and the charge details so our billing team can investigate immediately.,,1336
1338,cust_8d4d3c61,True,Fri Oct 04 20:08:00 +0000 2024,Why was I billed $15 more than the listed price for 961322?,1339,
1339,AmazonHelp,False,Fri Oct 04 21:46:00 +0000 2024,We take this seriously. Please DM your order number and the charge details so our billing team can investigate immediately.,,1338
1340,cust_c880e502,True,Fri Nov 29 12:45:00 +0000 2024,Why was I billed $20 more than the listed price for 283700?,1341,
1341,AmazonHelp,False,Fri Nov 29 13:22:00 +0000 2024,Sorry for the confusion. Can you send us the order ID via DM so we can review the charge and correct it if needed?,,1340
1342,cust_b649d8c0,True,Sat Feb 03 05:17:00 +0000 2024,Why was I billed $20 more than the listed price for 290305?,1343,
1343,AmazonHelp,False,Sat Feb 03 06:19:00 +0000 2024,Sorry for the confusion. Can you send us the order ID via DM so we can review the charge and correct it if needed?,,1342
1344,cust_b9979a4f,True,Sat Aug 31 23:42:00 +0000 2024,"There's an unauthorized charge on my card labeled Amazon, order 464863, I never bought this.",1345,
1345,AmazonHelp,False,Sat Aug 31 23:57:00 +0000 2024,Sorry for the confusion. Can you send us the order ID via DM so we can review the charge and correct it if needed?,,1344
1346,cust_9228eda3,True,Mon Sep 09 13:24:00 +0000 2024,"There's an unauthorized charge on my card labeled Amazon, order 999398, I never bought this.",1347,
1347,AmazonHelp,False,Mon Sep 09 14:29:00 +0000 2024,Sorry for the confusion. Can you send us the order ID via DM so we can review the charge and correct it if needed?,,1346
1348,cust_34861bc9,True,Fri Jun 14 14:19:00 +0000 2024,Why was I billed $20 more than the listed price for 402218?,1349,
1349,AmazonHelp,False,Fri Jun 14 14:32:00 +0000 2024,We take this seriously. Please DM your order number and the charge details so our billing team can investigate immediately.,,1348
1350,cust_4f42a99b,True,Tue Oct 08 06:37:00 +0000 2024,"There's an unauthorized charge on my card labeled Amazon, order 429795, I never bought this.",1351,
1351,AmazonHelp,False,Tue Oct 08 07:30:00 +0000 2024,We take this seriously. Please DM your order number and the charge details so our billing team can investigate immediately.,,1350
1352,cust_6edac069,True,Thu May 30 11:00:00 +0000 2024,Why was I billed $5 more than the listed price for 639593?,1353,
1353,AmazonHelp,False,Thu May 30 11:08:00 +0000 2024,Sorry for the confusion. Can you send us the order ID via DM so we can review the charge and correct it if needed?,,1352
1354,cust_aaea34bb,True,Thu Aug 15 16:54:00 +0000 2024,Why was I billed $15 more than the listed price for 296694?,1355,
1355,AmazonHelp,False,Thu Aug 15 17:52:00 +0000 2024,Sorry for the confusion. Can you send us the order ID via DM so we can review the charge and correct it if needed?,,1354
1356,cust_f80ebf6a,True,Thu Jul 18 23:09:00 +0000 2024,"I was charged twice for order 896907, this is fraud, fix it now.",1357,
1357,AmazonHelp,False,Thu Jul 18 23:27:00 +0000 2024,Sorry for the confusion. Can you send us the order ID via DM so we can review the charge and correct it if needed?,,1356
1358,cust_0fb5a1dd,True,Wed Feb 14 05:02:00 +0000 2024,Why was I billed $20 more than the listed price for 402020?,1359,
1359,AmazonHelp,False,Wed Feb 14 05:07:00 +0000 2024,Sorry for the confusion. Can you send us the order ID via DM so we can review the charge and correct it if needed?,,1358
1360,cust_9332186f,True,Tue Apr 23 03:22:00 +0000 2024,Why was I billed $10 more than the listed price for 760626?,1361,
1361,AmazonHelp,False,Tue Apr 23 04:34:00 +0000 2024,We take this seriously. Please DM your order number and the charge details so our billing team can investigate immediately.,,1360
1362,cust_6d87e075,True,Sat Nov 02 08:18:00 +0000 2024,"I was charged twice for order 114338, this is fraud, fix it now.",1363,
1363,AmazonHelp,False,Sat Nov 02 10:16:00 +0000 2024,We take this seriously. Please DM your order number and the charge details so our billing team can investigate immediately.,,1362
1364,cust_0d428a61,True,Sun Jun 30 10:52:00 +0000 2024,"I was charged twice for order 218972, this is fraud, fix it now.",1365,
1365,AmazonHelp,False,Sun Jun 30 12:25:00 +0000 2024,We take this seriously. Please DM your order number and the charge details so our billing team can investigate immediately.,,1364
1366,cust_cbeb0eb0,True,Thu Jun 20 22:19:00 +0000 2024,"There's an unauthorized charge on my card labeled Amazon, order 406039, I never bought this.",1367,
1367,AmazonHelp,False,Thu Jun 20 22:52:00 +0000 2024,Sorry for the confusion. Can you send us the order ID via DM so we can review the charge and correct it if needed?,,1366
1368,cust_c7efc3cd,True,Sun Dec 01 15:24:00 +0000 2024,"There's an unauthorized charge on my card labeled Amazon, order 578975, I never bought this.",1369,
1369,AmazonHelp,False,Sun Dec 01 16:42:00 +0000 2024,We take this seriously. Please DM your order number and the charge details so our billing team can investigate immediately.,,1368
1370,cust_0989334c,True,Tue Oct 08 07:44:00 +0000 2024,"I was charged twice for order 632929, this is fraud, fix it now.",1371,
1371,AmazonHelp,False,Tue Oct 08 09:27:00 +0000 2024,Sorry for the confusion. Can you send us the order ID via DM so we can review the charge and correct it if needed?,,1370
1372,cust_cd40cc48,True,Fri Oct 25 18:04:00 +0000 2024,"There's an unauthorized charge on my card labeled Amazon, order 995916, I never bought this.",1373,
1373,AmazonHelp,False,Fri Oct 25 18:06:00 +0000 2024,Sorry for the confusion. Can you send us the order ID via DM so we can review the charge and correct it if needed?,,1372
1374,cust_d57f34a5,True,Mon Nov 11 00:45:00 +0000 2024,Why was I billed $15 more than the listed price for 396578?,1375,
1375,AmazonHelp,False,Mon Nov 11 01:06:00 +0000 2024,Sorry for the confusion. Can you send us the order ID via DM so we can review the charge and correct it if needed?,,1374
1376,cust_1c3e0214,True,Fri Jul 19 22:43:00 +0000 2024,"There's an unauthorized charge on my card labeled Amazon, order 568238, I never bought this.",1377,
1377,AmazonHelp,False,Sat Jul 20 00:22:00 +0000 2024,Sorry for the confusion. Can you send us the order ID via DM so we can review the charge and correct it if needed?,,1376
1378,cust_0638d19f,True,Tue Nov 12 14:41:00 +0000 2024,"There's an unauthorized charge on my card labeled Amazon, order 669827, I never bought this.",1379,
1379,AmazonHelp,False,Tue Nov 12 15:07:00 +0000 2024,Sorry for the confusion. Can you send us the order ID via DM so we can review the charge and correct it if needed?,,1378
1380,cust_113fab6c,True,Tue Mar 26 00:53:00 +0000 2024,Why was I billed $10 more than the listed price for 831380?,1381,
1381,AmazonHelp,False,Tue Mar 26 02:44:00 +0000 2024,Sorry for the confusion. Can you send us the order ID via DM so we can review the charge and correct it if needed?,,1380
1382,cust_0c526576,True,Sat Sep 28 03:19:00 +0000 2024,"I was charged twice for order 913217, this is fraud, fix it now.",1383,
1383,AmazonHelp,False,Sat Sep 28 04:21:00 +0000 2024,Sorry for the confusion. Can you send us the order ID via DM so we can review the charge and correct it if needed?,,1382
1384,cust_3ccbff7b,True,Sat Jun 29 08:14:00 +0000 2024,"There's an unauthorized charge on my card labeled Amazon, order 839485, I never bought this.",1385,
1385,AmazonHelp,False,Sat Jun 29 08:20:00 +0000 2024,We take this seriously. Please DM your order number and the charge details so our billing team can investigate immediately.,,1384
1386,cust_9e135ce1,True,Tue Feb 06 07:17:00 +0000 2024,"I was charged twice for order 232378, this is fraud, fix it now.",1387,
1387,AmazonHelp,False,Tue Feb 06 08:26:00 +0000 2024,Sorry for the confusion. Can you send us the order ID via DM so we can review the charge and correct it if needed?,,1386
1388,cust_74eed6ba,True,Wed May 29 06:26:00 +0000 2024,Why was I billed $5 more than the listed price for 579123?,1389,
1389,AmazonHelp,False,Wed May 29 08:19:00 +0000 2024,We take this seriously. Please DM your order number and the charge details so our billing team can investigate immediately.,,1388
